Filename,Inode,File Type,Parent Path,Birth Time,Access Time,Modify Time,Change Time
Screenshot 2023-04-17 171156.png,1970324837213779,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.964291800 -0500,2023-04-17 17:11:56.396224600 -0400,2023-12-01 12:49:23.435157500 -0500
Screenshot 2023-04-17 172256.png,1407374883794736,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.964291800 -0500,2023-04-17 17:22:57.000000000 -0400,2023-12-01 12:49:23.443395800 -0500
Screenshot 2023-04-17 173434.png,2814749767354797,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.963291500 -0500,2023-04-17 17:34:34.505320200 -0400,2023-12-01 12:49:23.452904900 -0500
Screenshot 2023-04-17 181615.png,11540474045524962,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.963291500 -0500,2023-04-17 18:16:15.000000000 -0400,2023-12-01 12:49:23.461122000 -0500
Screenshot 2023-04-18 095522.png,5629499534331997,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.963291500 -0500,2023-04-18 09:55:22.000000000 -0400,2023-12-01 12:49:23.470155300 -0500
Screenshot 2023-04-18 153916.png,1970324837316357,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.962292700 -0500,2023-04-18 15:39:16.341106400 -0400,2023-12-01 12:49:23.478334900 -0500
Screenshot 2023-04-18 171304.png,3659174697633898,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.962292700 -0500,2023-04-18 17:13:05.000000000 -0400,2023-12-01 12:49:23.487334200 -0500
Screenshot 2023-04-18 174220.png,3096224744215801,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.961292700 -0500,2023-04-18 17:42:21.000000000 -0400,2023-12-01 12:49:23.497539400 -0500
Screenshot 2023-04-18 174228.png,3940649674339543,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.960290600 -0500,2023-04-18 17:42:28.601057500 -0400,2023-12-01 12:49:23.506576500 -0500
Screenshot 2023-04-18 174259.png,3096224744215817,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.960290600 -0500,2023-04-18 17:42:59.000000000 -0400,2023-12-01 12:49:23.515805200 -0500
Screenshot 2023-04-18 182412.png,3377699720958882,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.960290600 -0500,2023-04-18 18:24:12.197118900 -0400,2023-12-01 12:49:23.523899200 -0500
Screenshot 2023-04-18 182508.png,5348024557622144,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:25:08.763288200 -0400,2023-12-01 12:49:23.531807900 -0500
Screenshot 2023-04-18 182516.png,10977524092146763,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:25:16.000000000 -0400,2023-12-01 12:49:23.540807000 -0500
Screenshot 2023-04-18 182821.png,1407374883984519,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:28:21.218311500 -0400,2023-12-01 12:49:23.548936700 -0500
Screenshot 2023-04-18 182920.png,1407374883984569,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:29:20.832004100 -0400,2023-12-01 12:49:23.556473300 -0500
Screenshot 2023-04-18 183355.png,1407374883984616,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:33:55.000000000 -0400,2023-12-01 12:49:23.564772100 -0500
Screenshot 2023-04-18 183502.png,1125899907273967,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:35:02.674235600 -0400,2023-12-01 12:49:23.573685000 -0500
Screenshot 2023-04-18 184422.png,1125899907274043,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:44:22.120654300 -0400,2023-12-01 12:49:23.581933000 -0500
Screenshot 2023-04-18 184520.png,1407374883984714,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:45:20.545211600 -0400,2023-12-01 12:49:23.590931000 -0500
Screenshot 2023-04-18 184532.png,3096224744248641,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:45:32.685427400 -0400,2023-12-01 12:49:23.599061300 -0500
Screenshot 2023-04-18 185216.png,7881299348290805,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 18:52:16.604334500 -0400,2023-12-01 12:49:23.607067100 -0500
Screenshot 2023-04-18 212038.png,2814749767493795,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.959282200 -0500,2023-04-18 21:20:38.607408600 -0400,2023-12-01 12:49:23.615278600 -0500
Screenshot 2023-04-18 212041.png,3096224744204445,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-18 21:20:41.570528500 -0400,2023-12-01 12:49:23.623354700 -0500
Screenshot 2023-04-19 132505.png,6755399441485240,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-19 13:25:05.259642600 -0400,2023-12-01 12:49:23.632439100 -0500
Screenshot 2023-04-19 132627.png,1125899907389288,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-19 13:26:27.627537400 -0400,2023-12-01 12:49:23.639443800 -0500
Screenshot 2023-04-19 133536.png,281474977285820,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-19 13:35:36.000000000 -0400,2023-12-01 12:49:23.649107200 -0500
Screenshot 2023-04-19 135533.png,1407374884128525,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-19 13:55:33.234380500 -0400,2023-12-01 12:49:23.657117800 -0500
Screenshot 2023-04-19 135539.png,281474977285908,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-19 13:55:39.491418000 -0400,2023-12-01 12:49:23.665277100 -0500
Screenshot 2023-04-19 141721.png,1688849860841991,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-19 14:17:21.288181800 -0400,2023-12-01 12:49:23.673293500 -0500
Screenshot 2023-04-19 142149.png,281474977288727,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.957774100 -0500,2023-04-19 14:21:49.144237600 -0400,2023-12-01 12:49:23.681278100 -0500
Screenshot 2023-04-19 142416.png,281474977288733,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 14:24:17.000000000 -0400,2023-12-01 12:49:23.688539800 -0500
Screenshot 2023-04-19 163158.png,4222124650778459,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 16:31:58.520874300 -0400,2023-12-01 12:49:23.696587700 -0500
Screenshot 2023-04-19 163227.png,7599824371426112,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 16:32:27.675543900 -0400,2023-12-01 12:49:23.704546300 -0500
Screenshot 2023-04-19 164219.png,3096224744055683,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 16:42:19.348214300 -0400,2023-12-01 12:49:23.712545300 -0500
Screenshot 2023-04-19 165304.png,15199648742614697,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 16:53:04.677861500 -0400,2023-12-01 12:49:23.719996700 -0500
Screenshot 2023-04-19 165816.png,2251799813924723,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 16:58:16.690248700 -0400,2023-12-01 12:49:23.727896300 -0500
Screenshot 2023-04-19 165822.png,8444249301560187,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 16:58:22.078671000 -0400,2023-12-01 12:49:23.734897500 -0500
Screenshot 2023-04-19 165904.png,6473924464586287,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 16:59:04.343659600 -0400,2023-12-01 12:49:23.743094700 -0500
Screenshot 2023-04-19 170053.png,5066549581033171,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 17:00:53.000000000 -0400,2023-12-01 12:49:23.750611800 -0500
Screenshot 2023-04-19 170340.png,4785074604322613,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 17:03:40.567277300 -0400,2023-12-01 12:49:23.758753000 -0500
Screenshot 2023-04-19 170351.png,1688849860505811,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.956772100 -0500,2023-04-19 17:03:51.384060500 -0400,2023-12-01 12:49:23.766744500 -0500
Screenshot 2023-04-19 170419.png,5348024557750638,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-19 17:04:19.000000000 -0400,2023-12-01 12:49:23.776063000 -0500
Screenshot 2023-04-19 171046.png,12384898975422188,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-19 17:10:46.000000000 -0400,2023-12-01 12:49:23.782974200 -0500
Screenshot 2023-04-19 171513.png,2251799813941708,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-19 17:15:13.287920300 -0400,2023-12-01 12:49:23.794219600 -0500
Screenshot 2023-04-19 183126.png,12666373952238514,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-19 18:31:26.125876700 -0400,2023-12-01 12:49:23.802230300 -0500
Screenshot 2023-04-19 183224.png,1125899907101708,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-19 18:32:24.778382900 -0400,2023-12-01 12:49:23.810412200 -0500
Screenshot 2023-04-19 192519.png,4222124650812743,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-19 19:25:19.733929400 -0400,2023-12-01 12:49:23.818395300 -0500
Screenshot 2023-04-20 160149.png,7318349394511914,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-20 16:01:49.081316600 -0400,2023-12-01 12:49:23.826643400 -0500
Screenshot 2023-04-20 162935.png,4222124650917943,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.955775800 -0500,2023-04-20 16:29:35.086408400 -0400,2023-12-01 12:49:23.834655600 -0500
Screenshot 2023-04-20 163020.png,281474977291824,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.954775700 -0500,2023-04-20 16:30:20.532692100 -0400,2023-12-01 12:49:23.842886600 -0500
Screenshot 2023-04-20 163025.png,281474977291831,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.954775700 -0500,2023-04-20 16:30:25.765385200 -0400,2023-12-01 12:49:23.853580700 -0500
Screenshot 2023-04-20 163033.png,281474977291838,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.954775700 -0500,2023-04-20 16:30:33.738942100 -0400,2023-12-01 12:49:23.861580200 -0500
Screenshot 2023-04-20 163042.png,281474977291843,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.954775700 -0500,2023-04-20 16:30:42.464011000 -0400,2023-12-01 12:49:23.871580000 -0500
Screenshot 2023-04-22 181103.png,13792273858873476,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.953775600 -0500,2023-04-22 18:11:03.000000000 -0400,2023-12-01 12:49:23.879835700 -0500
Screenshot 2023-04-23 111544.png,4222124650710386,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.953775600 -0500,2023-04-23 11:15:44.406924200 -0400,2023-12-01 12:49:23.888854400 -0500
Screenshot 2023-04-23 113014.png,6192449487704401,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.952775800 -0500,2023-04-23 11:30:14.072912600 -0400,2023-12-01 12:49:23.898065300 -0500
Screenshot 2023-04-23 113541.png,7036874418154433,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.952775800 -0500,2023-04-23 11:35:42.000000000 -0400,2023-12-01 12:49:23.906068300 -0500
Screenshot 2023-04-23 125725.png,4222124650901798,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.952775800 -0500,2023-04-23 12:57:25.551729600 -0400,2023-12-01 12:49:23.914284800 -0500
Screenshot 2023-04-23 125950.png,6192449487894734,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.952775800 -0500,2023-04-23 12:59:50.000000000 -0400,2023-12-01 12:49:23.922279000 -0500
Screenshot 2023-04-23 200907.png,12384898975386992,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.952775800 -0500,2023-04-23 20:09:07.430531200 -0400,2023-12-01 12:49:23.931541700 -0500
Screenshot 2023-04-24 101434.png,6473924464606405,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 10:14:34.000000000 -0400,2023-12-01 12:49:23.940481200 -0500
Screenshot 2023-04-24 155125.png,1125899907272480,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 15:51:25.173392000 -0400,2023-12-01 12:49:23.947790000 -0500
Screenshot 2023-04-24 165024.png,3377699720766831,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:50:24.164666100 -0400,2023-12-01 12:49:23.956298300 -0500
Screenshot 2023-04-24 165107.png,4222124651089879,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:51:07.092682200 -0400,2023-12-01 12:49:23.963391200 -0500
Screenshot 2023-04-24 165121.png,1970324837405145,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:51:21.000000000 -0400,2023-12-01 12:49:23.971397000 -0500
Screenshot 2023-04-24 165130.png,1407374883984239,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:51:30.000000000 -0400,2023-12-01 12:49:23.983581100 -0500
Screenshot 2023-04-24 165146.png,1688849860695111,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:51:46.000000000 -0400,2023-12-01 12:49:23.991577900 -0500
Screenshot 2023-04-24 165158.png,4785074604512241,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:51:58.458041100 -0400,2023-12-01 12:49:23.998798600 -0500
Screenshot 2023-04-24 165230.png,1407374883984541,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:52:30.559428400 -0400,2023-12-01 12:49:24.006790100 -0500
Screenshot 2023-04-24 165237.png,1407374883984556,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:52:37.460996800 -0400,2023-12-01 12:49:24.013889100 -0500
Screenshot 2023-04-24 165241.png,2533274790837806,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:52:41.692535500 -0400,2023-12-01 12:49:24.021980000 -0500
Screenshot 2023-04-24 165248.png,2533274790838461,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951771500 -0500,2023-04-24 16:52:48.255009800 -0400,2023-12-01 12:49:24.029971700 -0500
Screenshot 2023-04-24 165313.png,1407374883995987,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951650500 -0500,2023-04-24 16:53:13.642367500 -0400,2023-12-01 12:49:24.038144400 -0500
Screenshot 2023-04-24 165343.png,1125899907285373,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.951650500 -0500,2023-04-24 16:53:43.199359000 -0400,2023-12-01 12:49:24.046178600 -0500
Screenshot 2023-04-24 183124.png,5629499534572534,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.950648600 -0500,2023-04-24 18:31:24.473095100 -0400,2023-12-01 12:49:24.053976100 -0500
Screenshot 2023-04-24 183147.png,1688849860623393,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.950648600 -0500,2023-04-24 18:31:47.000000000 -0400,2023-12-01 12:49:24.061988900 -0500
Screenshot 2023-04-24 183314.png,2251799814044729,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.950648600 -0500,2023-04-24 18:33:15.000000000 -0400,2023-12-01 12:49:24.069983300 -0500
Screenshot 2023-04-24 190310.png,3659174697693486,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.950648600 -0500,2023-04-24 19:03:10.000000000 -0400,2023-12-01 12:49:24.078039100 -0500
Screenshot 2023-04-24 190458.png,3940649674407080,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.950648600 -0500,2023-04-24 19:04:59.000000000 -0400,2023-12-01 12:49:24.086046900 -0500
Screenshot 2023-04-25 114104.png,1125899907393566,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.950648600 -0500,2023-04-25 11:41:04.292296600 -0400,2023-12-01 12:49:24.094073200 -0500
Screenshot 2023-04-25 114120.png,1125899907393570,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.949648700 -0500,2023-04-25 11:41:20.047978600 -0400,2023-12-01 12:49:24.101053300 -0500
Screenshot 2023-04-25 114238.png,1688849860814904,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.949648700 -0500,2023-04-25 11:42:38.422596000 -0400,2023-12-01 12:49:24.109352800 -0500
Screenshot 2023-04-25 161511.png,5066549580843215,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.949648700 -0500,2023-04-25 16:15:11.686931300 -0400,2023-12-01 12:49:24.117345200 -0500
Screenshot 2023-04-25 161832.png,5348024557766439,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.949648700 -0500,2023-04-25 16:18:32.693214000 -0400,2023-12-01 12:49:24.125550100 -0500
Screenshot 2023-04-25 162946.png,3659174697633645,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.949648700 -0500,2023-04-25 16:29:46.482602700 -0400,2023-12-01 12:49:24.132551800 -0500
Screenshot 2023-04-25 173810.png,3940649674379070,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.949648700 -0500,2023-04-25 17:38:10.000000000 -0400,2023-12-01 12:49:24.140857000 -0500
Screenshot 2023-04-25 175013.png,9851624185424043,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.949648700 -0500,2023-04-25 17:50:13.539367000 -0400,2023-12-01 12:49:24.148823400 -0500
Screenshot 2023-04-25 175142.png,844424930683067,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.948650200 -0500,2023-04-25 17:51:42.378764300 -0400,2023-12-01 12:49:24.161473900 -0500
Screenshot 2023-04-26 142939.png,3377699720766616,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.946643600 -0500,2023-04-26 14:29:39.126513300 -0400,2023-12-01 12:49:24.170519900 -0500
Screenshot 2023-04-26 143152.png,9851624185114158,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.944643200 -0500,2023-04-26 14:31:52.106920600 -0400,2023-12-01 12:49:24.178497500 -0500
Screenshot 2023-04-26 145438.png,1688849860562445,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.943639700 -0500,2023-04-26 14:54:38.546186600 -0400,2023-12-01 12:49:24.187469400 -0500
Screenshot 2023-04-27 130905.png,6473924464404217,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.943639700 -0500,2023-04-27 13:09:05.042938100 -0400,2023-12-01 12:49:24.195471000 -0500
Screenshot 2023-04-27 130927.png,3096224744062969,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.943639700 -0500,2023-04-27 13:09:27.421353300 -0400,2023-12-01 12:49:24.203473800 -0500
Screenshot 2023-04-27 131622.png,844424930685258,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.943639700 -0500,2023-04-27 13:16:22.163378200 -0400,2023-12-01 12:49:24.210790600 -0500
Screenshot 2023-04-27 141115.png,1125899906902867,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.943639700 -0500,2023-04-27 14:11:15.261082900 -0400,2023-12-01 12:49:24.218697500 -0500
Screenshot 2023-04-27 142833.png,1407374883704705,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.942639400 -0500,2023-04-27 14:28:33.247297700 -0400,2023-12-01 12:49:24.225909200 -0500
Screenshot 2023-04-27 151010.png,4222124650810485,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.942639400 -0500,2023-04-27 15:10:10.011934700 -0400,2023-12-01 12:49:24.234005800 -0500
Screenshot 2023-04-27 151023.png,6473924464496930,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.942639400 -0500,2023-04-27 15:10:23.533319600 -0400,2023-12-01 12:49:24.243056600 -0500
Screenshot 2023-04-27 161813.png,2533274790547644,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.941648200 -0500,2023-04-27 16:18:13.000000000 -0400,2023-12-01 12:49:24.250732200 -0500
Screenshot 2023-04-27 163337.png,3096224743969450,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.941648200 -0500,2023-04-27 16:33:37.134494700 -0400,2023-12-01 12:49:24.258741300 -0500
Screenshot 2023-04-27 163341.png,1970324837127207,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.941648200 -0500,2023-04-27 16:33:41.625021400 -0400,2023-12-01 12:49:24.266950200 -0500
Screenshot 2023-04-27 163910.png,844424930993937,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.940639300 -0500,2023-04-27 16:39:10.010134000 -0400,2023-12-01 12:49:24.274946300 -0500
Screenshot 2023-04-27 164908.png,1407374884415269,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.940639300 -0500,2023-04-27 16:49:08.485333600 -0400,2023-12-01 12:49:24.282254700 -0500
Screenshot 2023-04-27 165834.png,16607023626189213,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.940639300 -0500,2023-04-27 16:58:34.316378500 -0400,2023-12-01 12:49:24.290252100 -0500
Screenshot 2023-04-27 225831.png,3096224744367392,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.939639500 -0500,2023-04-27 22:58:31.000000000 -0400,2023-12-01 12:49:24.299410000 -0500
Screenshot 2023-04-27 235245.png,3940649674334038,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.938639800 -0500,2023-04-27 23:52:45.331308000 -0400,2023-12-01 12:49:24.307441900 -0500
Screenshot 2023-04-27 235253.png,4222124651210040,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.938639800 -0500,2023-04-27 23:52:53.235569800 -0400,2023-12-01 12:49:24.315470200 -0500
Screenshot 2023-04-27 235257.png,1688849861126311,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.938639800 -0500,2023-04-27 23:52:57.737502400 -0400,2023-12-01 12:49:24.323412900 -0500
Screenshot 2023-04-27 235302.png,1688849861127174,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.938639800 -0500,2023-04-27 23:53:02.000000000 -0400,2023-12-01 12:49:24.331406500 -0500
Screenshot 2023-04-28 115744.png,3096224744055609,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.938639800 -0500,2023-04-28 11:57:44.276119400 -0400,2023-12-01 12:49:24.342416000 -0500
Screenshot 2023-04-28 115819.png,1970324837213016,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.937639800 -0500,2023-04-28 11:58:19.683143900 -0400,2023-12-01 12:49:24.350470400 -0500
Screenshot 2023-04-28 213233.png,5066549580846586,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.937639800 -0500,2023-04-28 21:32:33.169575300 -0400,2023-12-01 12:49:24.358562200 -0500
Screenshot 2023-04-29 121802.png,1688849860814876,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 12:18:02.000000000 -0400,2023-12-01 12:49:24.367716200 -0500
Screenshot 2023-04-29 123016.png,1407374884421576,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 12:30:16.544676600 -0400,2023-12-01 12:49:24.376064000 -0500
Screenshot 2023-04-29 123324.png,7599824372056011,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 12:33:24.031367300 -0400,2023-12-01 12:49:24.383064400 -0500
Screenshot 2023-04-29 155432.png,2251799814131640,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 15:54:33.000000000 -0400,2023-12-01 12:49:24.391270400 -0500
Screenshot 2023-04-29 162703.png,1125899907101962,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 16:27:03.419945800 -0400,2023-12-01 12:49:24.400269900 -0500
Screenshot 2023-04-29 170706.png,9288674232326310,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 17:07:06.000000000 -0400,2023-12-01 12:49:24.408421800 -0500
Screenshot 2023-04-29 170711.png,562949954340442,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 17:07:11.634311100 -0400,2023-12-01 12:49:24.416496000 -0500
Screenshot 2023-04-29 170715.png,562949954340448,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-29 17:07:15.513809700 -0400,2023-12-01 12:49:24.425610800 -0500
Screenshot 2023-04-30 141821.png,17169973579609234,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.936641000 -0500,2023-04-30 14:18:21.465561500 -0400,2023-12-01 12:49:24.434607200 -0500
Screenshot 2023-04-30 141825.png,6473924464743669,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.935639400 -0500,2023-04-30 14:18:25.695798500 -0400,2023-12-01 12:49:24.444743600 -0500
Screenshot 2023-04-30 141831.png,9851624185304001,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.935639400 -0500,2023-04-30 14:18:31.475752000 -0400,2023-12-01 12:49:24.452249400 -0500
