Filename,Inode,File Type,Parent Path,Birth Time,Access Time,Modify Time,Change Time
Screenshot 2023-09-09 130827.png,3377699720574975,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.889640700 -0500,2023-09-09 13:08:27.543457500 -0400,2023-12-01 12:49:26.435771700 -0500
Screenshot 2023-09-09 131305.png,3096224743847925,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.888639400 -0500,2023-09-09 13:13:05.119224200 -0400,2023-12-01 12:49:26.444868600 -0500
Screenshot 2023-09-09 131328.png,8162774324723094,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.888639400 -0500,2023-09-09 13:13:28.051368900 -0400,2023-12-01 12:49:26.452871200 -0500
Screenshot 2023-09-09 131332.png,1125899907212421,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.888639400 -0500,2023-09-09 13:13:32.478164500 -0400,2023-12-01 12:49:26.462240700 -0500
Screenshot 2023-09-09 131336.png,1125899907212426,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.888639400 -0500,2023-09-09 13:13:36.286897300 -0400,2023-12-01 12:49:26.474602000 -0500
Screenshot 2023-09-09 133234.png,10696049115019421,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.888639400 -0500,2023-09-09 13:32:34.641181700 -0400,2023-12-01 12:49:26.483703800 -0500
Screenshot 2023-09-11 124732.png,2533274790398323,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.887640100 -0500,2023-09-11 12:47:32.000000000 -0400,2023-12-01 12:49:26.491940700 -0500
Screenshot 2023-09-11 125302.png,1970324837175846,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.887640100 -0500,2023-09-11 12:53:02.154726300 -0400,2023-12-01 12:49:26.499939800 -0500
Screenshot 2023-09-11 125320.png,1125899907043903,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.887640100 -0500,2023-09-11 12:53:20.838488800 -0400,2023-12-01 12:49:26.509303500 -0500
Screenshot 2023-09-11 125722.png,5910974511125071,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.887640100 -0500,2023-09-11 12:57:22.000000000 -0400,2023-12-01 12:49:26.517306300 -0500
Screenshot 2023-09-11 130159.png,1125899907044142,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.886639800 -0500,2023-09-11 13:01:59.474083500 -0400,2023-12-01 12:49:26.524664600 -0500
Screenshot 2023-09-12 130731.png,19984723346461323,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.886639800 -0500,2023-09-12 13:07:31.000000000 -0400,2023-12-01 12:49:26.533772900 -0500
Screenshot 2023-09-12 134003.png,1125899907262949,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.886639800 -0500,2023-09-12 13:40:03.506013500 -0400,2023-12-01 12:49:26.542898000 -0500
Screenshot 2023-09-12 134529.png,4503599627373700,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.886639800 -0500,2023-09-12 13:45:29.000000000 -0400,2023-12-01 12:49:26.551918400 -0500
Screenshot 2023-09-13 141533.png,5066549580801604,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.885638900 -0500,2023-09-13 14:15:33.000000000 -0400,2023-12-01 12:49:26.560672900 -0500
Screenshot 2023-09-13 171055.png,3377699720636097,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.885638900 -0500,2023-09-13 17:10:55.145190500 -0400,2023-12-01 12:49:26.570669600 -0500
Screenshot 2023-09-13 171114.png,5348024557612255,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.885638900 -0500,2023-09-13 17:11:14.404247000 -0400,2023-12-01 12:49:26.580793600 -0500
Screenshot 2023-09-13 171214.png,4785074604193676,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.885638900 -0500,2023-09-13 17:12:14.667287200 -0400,2023-12-01 12:49:26.589796700 -0500
Screenshot 2023-09-13 171221.png,3096224743930080,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.884643200 -0500,2023-09-13 17:12:21.253478700 -0400,2023-12-01 12:49:26.598046100 -0500
Screenshot 2023-09-13 171257.png,3096224743931637,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.884643200 -0500,2023-09-13 17:12:57.544227200 -0400,2023-12-01 12:49:26.605131600 -0500
Screenshot 2023-09-13 171954.png,3096224743932514,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.884643200 -0500,2023-09-13 17:19:54.000000000 -0400,2023-12-01 12:49:26.614261800 -0500
Screenshot 2023-09-13 173542.png,3377699720634712,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.884643200 -0500,2023-09-13 17:35:42.176226400 -0400,2023-12-01 12:49:26.623172000 -0500
Screenshot 2023-09-13 173655.png,5910974511030633,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.884643200 -0500,2023-09-13 17:36:55.880986200 -0400,2023-12-01 12:49:26.632295500 -0500
Screenshot 2023-09-13 183124.png,6755399441075754,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.884643200 -0500,2023-09-13 18:31:29.000000000 -0400,2023-12-01 12:49:26.641265200 -0500
Screenshot 2023-09-13 183132.png,2533274790430576,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.883648000 -0500,2023-09-13 18:31:32.544882200 -0400,2023-12-01 12:49:26.650475400 -0500
Screenshot 2023-09-14 131928.png,3096224743880434,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.883648000 -0500,2023-09-14 13:19:28.000000000 -0400,2023-12-01 12:49:26.660020900 -0500
Screenshot 2023-09-14 131953.png,1970324837039515,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.882639800 -0500,2023-09-14 13:19:53.271926700 -0400,2023-12-01 12:49:26.672231500 -0500
Screenshot 2023-09-14 140439.png,2814749767241802,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.882639800 -0500,2023-09-14 14:04:39.295362500 -0400,2023-12-01 12:49:26.681363600 -0500
Screenshot 2023-09-14 155425.png,1970324837110776,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.881640600 -0500,2023-09-14 15:54:25.409468600 -0400,2023-12-01 12:49:26.690369900 -0500
Screenshot 2023-09-14 155434.png,1970324837110791,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.881640600 -0500,2023-09-14 15:54:34.536378600 -0400,2023-12-01 12:49:26.699366200 -0500
Screenshot 2023-09-14 155444.png,11540474045154779,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.881640600 -0500,2023-09-14 15:54:44.677862900 -0400,2023-12-01 12:49:26.707636500 -0500
Screenshot 2023-09-14 155500.png,2814749767242794,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.880641200 -0500,2023-09-14 15:55:00.055289000 -0400,2023-12-01 12:49:26.717753800 -0500
Screenshot 2023-09-14 155519.png,1688849860400214,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.880641200 -0500,2023-09-14 15:55:19.574361100 -0400,2023-12-01 12:49:26.726755100 -0500
Screenshot 2023-09-14 155532.png,1970324837110881,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.880641200 -0500,2023-09-14 15:55:32.573982500 -0400,2023-12-01 12:49:26.736967300 -0500
Screenshot 2023-09-14 155544.png,2251799813821546,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.879639500 -0500,2023-09-14 15:55:44.778368100 -0400,2023-12-01 12:49:26.744970900 -0500
Screenshot 2023-09-14 155551.png,2251799813821555,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.879639500 -0500,2023-09-14 15:55:51.000000000 -0400,2023-12-01 12:49:26.754650300 -0500
Screenshot 2023-09-14 155604.png,4222124650796161,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.879639500 -0500,2023-09-14 15:56:04.036020000 -0400,2023-12-01 12:49:26.763654200 -0500
Screenshot 2023-09-14 155631.png,1970324837110940,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.879517700 -0500,2023-09-14 15:56:31.019504300 -0400,2023-12-01 12:49:26.771113400 -0500
Screenshot 2023-09-14 172257.png,4503599627405192,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.878517500 -0500,2023-09-14 17:22:57.130040600 -0400,2023-12-01 12:49:26.779150400 -0500
Screenshot 2023-09-14 172957.png,17169973579404790,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.878517500 -0500,2023-09-14 17:29:57.005181300 -0400,2023-12-01 12:49:26.789072400 -0500
Screenshot 2023-09-14 174407.png,3377699720678771,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.878517500 -0500,2023-09-14 17:44:07.249614500 -0400,2023-12-01 12:49:26.797032800 -0500
Screenshot 2023-09-14 174555.png,3377699720678782,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.878517500 -0500,2023-09-14 17:45:55.000000000 -0400,2023-12-01 12:49:26.806308600 -0500
Screenshot 2023-09-14 174855.png,3659174697389443,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.878517500 -0500,2023-09-14 17:48:55.206255600 -0400,2023-12-01 12:49:26.815359000 -0500
Screenshot 2023-09-14 174915.png,3377699720678792,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.878517500 -0500,2023-09-14 17:49:16.000000000 -0400,2023-12-01 12:49:26.823311700 -0500
Screenshot 2023-09-14 180715.png,4222124650811032,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.877518800 -0500,2023-09-14 18:07:15.000000000 -0400,2023-12-01 12:49:26.832804800 -0500
Screenshot 2023-09-14 180741.png,2814749767257818,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.877518800 -0500,2023-09-14 18:07:41.229873500 -0400,2023-12-01 12:49:26.842776100 -0500
Screenshot 2023-09-16 154001.png,2814749767108973,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.877518800 -0500,2023-09-16 15:40:01.385008400 -0400,2023-12-01 12:49:26.850777500 -0500
Screenshot 2023-09-16 154034.png,13510798882160500,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.877518800 -0500,2023-09-16 15:40:34.642452900 -0400,2023-12-01 12:49:26.860330600 -0500
Screenshot 2023-09-16 183645.png,12666373952030986,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.877518800 -0500,2023-09-16 18:36:45.095253700 -0400,2023-12-01 12:49:26.871329100 -0500
Screenshot 2023-09-17 121931.png,2533274790596850,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.877518800 -0500,2023-09-17 12:19:31.458831700 -0400,2023-12-01 12:49:26.879426300 -0500
Screenshot 2023-09-17 124648.png,1688849860521797,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.876518700 -0500,2023-09-17 12:46:48.503774200 -0400,2023-12-01 12:49:26.887363900 -0500
Screenshot 2023-09-17 125752.png,7036874418025644,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.876518700 -0500,2023-09-17 12:57:52.583620400 -0400,2023-12-01 12:49:26.898334600 -0500
Screenshot 2023-09-17 130629.png,7881299348158324,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.875519100 -0500,2023-09-17 13:06:29.000000000 -0400,2023-12-01 12:49:26.906329900 -0500
Screenshot 2023-09-17 131053.png,9288674231711750,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.874518300 -0500,2023-09-17 13:10:54.000000000 -0400,2023-12-01 12:49:26.915582000 -0500
Screenshot 2023-09-17 132741.png,2251799813821101,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.874518300 -0500,2023-09-17 13:27:41.000000000 -0400,2023-12-01 12:49:26.923584400 -0500
Screenshot 2023-09-17 132819.png,3659174697267887,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.874518300 -0500,2023-09-17 13:28:19.329429000 -0400,2023-12-01 12:49:26.933049000 -0500
Screenshot 2023-09-17 140704.png,3377699720679016,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.874518300 -0500,2023-09-17 14:07:04.359808800 -0400,2023-12-01 12:49:26.941159600 -0500
Screenshot 2023-09-17 140859.png,5348024557653773,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.874518300 -0500,2023-09-17 14:08:59.000000000 -0400,2023-12-01 12:49:26.950314900 -0500
Screenshot 2023-09-17 141042.png,2533274790547221,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.873519000 -0500,2023-09-17 14:10:42.428494400 -0400,2023-12-01 12:49:26.958047000 -0500
Screenshot 2023-09-17 143105.png,4503599627380004,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.873519000 -0500,2023-09-17 14:31:06.000000000 -0400,2023-12-01 12:49:26.966112100 -0500
Screenshot 2023-09-17 175804.png,14073748835542161,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.873519000 -0500,2023-09-17 17:58:04.118462000 -0400,2023-12-01 12:49:26.974162900 -0500
Screenshot 2023-09-18 130237.png,18858823439637997,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.872521000 -0500,2023-09-18 13:02:37.000000000 -0400,2023-12-01 12:49:26.984165200 -0500
Screenshot 2023-09-18 130908.png,7036874417901249,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.872521000 -0500,2023-09-18 13:09:08.363344200 -0400,2023-12-01 12:49:26.992387800 -0500
Screenshot 2023-09-18 131630.png,2533274790512414,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.872521000 -0500,2023-09-18 13:16:30.000000000 -0400,2023-12-01 12:49:27.001404100 -0500
Screenshot 2023-09-18 131643.png,1125899906959223,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.872521000 -0500,2023-09-18 13:16:43.000000000 -0400,2023-12-01 12:49:27.008855400 -0500
Screenshot 2023-09-18 131738.png,3096224743933959,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.871517900 -0500,2023-09-18 13:17:38.037644200 -0400,2023-12-01 12:49:27.016874500 -0500
Screenshot 2023-09-18 152240.png,2533274790426281,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.871517900 -0500,2023-09-18 15:22:40.000000000 -0400,2023-12-01 12:49:27.024981800 -0500
Screenshot 2023-09-18 183716.png,13792273858828461,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.871517900 -0500,2023-09-18 18:37:16.753437500 -0400,2023-12-01 12:49:27.034974900 -0500
Screenshot 2023-09-19 130901.png,6192449487648261,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.871517900 -0500,2023-09-19 13:09:01.586206400 -0400,2023-12-01 12:49:27.043422300 -0500
Screenshot 2023-09-20 122943.png,5348024557553714,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.870519000 -0500,2023-09-20 12:29:43.022061900 -0400,2023-12-01 12:49:27.051512800 -0500
Screenshot 2023-09-20 131917.png,5910974510933303,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.870519000 -0500,2023-09-20 13:19:17.683175500 -0400,2023-12-01 12:49:27.064419500 -0500
Screenshot 2023-09-20 145734.png,9288674231516292,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.870519000 -0500,2023-09-20 14:57:34.387645200 -0400,2023-12-01 12:49:27.073643700 -0500
Screenshot 2023-09-21 154325.png,15762598695801385,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.870519000 -0500,2023-09-21 15:43:25.000000000 -0400,2023-12-01 12:49:27.084648200 -0500
Screenshot 2023-09-21 154335.png,4222124650687401,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.869518500 -0500,2023-09-21 15:43:35.473083900 -0400,2023-12-01 12:49:27.093877400 -0500
Screenshot 2023-09-21 170540.png,5910974511042836,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.869518500 -0500,2023-09-21 17:05:40.075857200 -0400,2023-12-01 12:49:27.100974700 -0500
Screenshot 2023-09-21 172335.png,20547673299882296,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.869518500 -0500,2023-09-21 17:23:35.000000000 -0400,2023-12-01 12:49:27.109155000 -0500
Screenshot 2023-09-22 154742.png,30962247438179919,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.869518500 -0500,2023-09-22 15:47:42.000000000 -0400,2023-12-01 12:49:27.118090400 -0500
Screenshot 2023-09-22 165156.png,2533274790516884,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.869518500 -0500,2023-09-22 16:51:56.035260800 -0400,2023-12-01 12:49:27.128083900 -0500
Screenshot 2023-09-23 131510.png,10414574138302842,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.868519200 -0500,2023-09-23 13:15:10.255430400 -0400,2023-12-01 12:49:27.137090400 -0500
Screenshot 2023-09-23 154555.png,1125899906878510,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.868519200 -0500,2023-09-23 15:45:55.403730900 -0400,2023-12-01 12:49:27.146315000 -0500
Screenshot 2023-09-23 162024.png,4503599627406394,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.868519200 -0500,2023-09-23 16:20:24.853701300 -0400,2023-12-01 12:49:27.154884900 -0500
Screenshot 2023-09-24 161916.png,9007199254750208,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.867518600 -0500,2023-09-24 16:19:17.000000000 -0400,2023-12-01 12:49:27.164103200 -0500
Screenshot 2023-09-24 162044.png,11821949021872124,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.867518600 -0500,2023-09-24 16:20:44.000000000 -0400,2023-12-01 12:49:27.172064700 -0500
Screenshot 2023-09-25 125754.png,1688849860565146,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.867518600 -0500,2023-09-25 12:57:54.500193800 -0400,2023-12-01 12:49:27.180237900 -0500
Screenshot 2023-09-25 132040.png,3377699720831237,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.867518600 -0500,2023-09-25 13:20:41.000000000 -0400,2023-12-01 12:49:27.188341400 -0500
Screenshot 2023-09-25 132316.png,2814749767410133,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.866527400 -0500,2023-09-25 13:23:16.000000000 -0400,2023-12-01 12:49:27.198455800 -0500
Screenshot 2023-09-25 132618.png,1407374883856938,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.866527400 -0500,2023-09-25 13:26:18.000000000 -0400,2023-12-01 12:49:27.207456100 -0500
Screenshot 2023-09-25 134303.png,1688849860568103,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.866527400 -0500,2023-09-25 13:43:03.000000000 -0400,2023-12-01 12:49:27.215484200 -0500
Screenshot 2023-09-25 134648.png,2251799813990961,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.865518400 -0500,2023-09-25 13:46:48.083774200 -0400,2023-12-01 12:49:27.223457100 -0500
Screenshot 2023-09-25 134658.png,1970324837280330,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.865518400 -0500,2023-09-25 13:46:58.496759400 -0400,2023-12-01 12:49:27.233487200 -0500
Screenshot 2023-09-25 134748.png,1407374883859041,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.865518400 -0500,2023-09-25 13:47:48.510733400 -0400,2023-12-01 12:49:27.241551200 -0500
Screenshot 2023-09-25 134855.png,3377699720833651,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.864518600 -0500,2023-09-25 13:48:55.765468000 -0400,2023-12-01 12:49:27.249549600 -0500
Screenshot 2023-09-25 134918.png,1407374883859084,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.864518600 -0500,2023-09-25 13:49:18.030658600 -0400,2023-12-01 12:49:27.261159400 -0500
Screenshot 2023-09-25 192838.png,14918173765669270,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.864518600 -0500,2023-09-25 19:28:38.465086700 -0400,2023-12-01 12:49:27.269484300 -0500
Screenshot 2023-09-26 181339.png,1970324837429217,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.864518600 -0500,2023-09-26 18:13:39.519841800 -0400,2023-12-01 12:49:27.278478500 -0500
Screenshot 2023-09-26 195437.png,2251799813803491,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.863517400 -0500,2023-09-26 19:54:37.000000000 -0400,2023-12-01 12:49:27.286521800 -0500
Screenshot 2023-09-27 131810.png,1407374883589159,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.863517400 -0500,2023-09-27 13:18:10.000000000 -0400,2023-12-01 12:49:27.293605000 -0500
Screenshot 2023-09-27 133954.png,2533274790456737,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.863517400 -0500,2023-09-27 13:39:54.166623900 -0400,2023-12-01 12:49:27.302576000 -0500
Screenshot 2023-09-27 190901.png,41095346599762700,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.863517400 -0500,2023-09-27 19:09:01.000000000 -0400,2023-12-01 12:49:27.309775300 -0500
Screenshot 2023-09-27 190905.png,9288674231470146,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.863517400 -0500,2023-09-27 19:09:05.206356100 -0400,2023-12-01 12:49:27.318772900 -0500
Screenshot 2023-09-27 190955.png,9007199254753334,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.863517400 -0500,2023-09-27 19:09:55.854043400 -0400,2023-12-01 12:49:27.326847600 -0500
Screenshot 2023-09-29 160727.png,15762598696056983,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.863517400 -0500,2023-09-29 16:07:27.443449300 -0400,2023-12-01 12:49:27.334845100 -0500
Screenshot 2023-10-01 101919.png,7318349394481284,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.862519700 -0500,2023-10-01 10:19:19.356145400 -0400,2023-12-01 12:49:27.342848200 -0500
Screenshot 2023-10-02 103822.png,14073748835537785,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.862519700 -0500,2023-10-02 10:38:22.536184800 -0400,2023-12-01 12:49:27.350852700 -0500
Screenshot 2023-10-02 133736.png,8444249301760804,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.862519700 -0500,2023-10-02 13:37:36.000000000 -0400,2023-12-01 12:49:27.360363300 -0500
Screenshot 2023-10-02 133757.png,3377699720969773,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.862519700 -0500,2023-10-02 13:37:57.434091900 -0400,2023-12-01 12:49:27.370356500 -0500
Screenshot 2023-10-03 121218.png,25051272927275711,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.861517600 -0500,2023-10-03 12:12:18.205080000 -0400,2023-12-01 12:49:27.378356600 -0500
Screenshot 2023-10-04 102544.png,7881299348011936,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.861517600 -0500,2023-10-04 10:25:44.287860600 -0400,2023-12-01 12:49:27.387401400 -0500
Screenshot 2023-10-04 102607.png,2533274790521817,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.861517600 -0500,2023-10-04 10:26:07.202179500 -0400,2023-12-01 12:49:27.397140900 -0500
Screenshot 2023-10-04 102617.png,5910974510950908,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.861517600 -0500,2023-10-04 10:26:17.510804100 -0400,2023-12-01 12:49:27.406216000 -0500
Screenshot 2023-10-04 131129.png,9570149208265541,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.861517600 -0500,2023-10-04 13:11:29.612306300 -0400,2023-12-01 12:49:27.416578700 -0500
Screenshot 2023-10-04 131137.png,2251799813936727,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.861517600 -0500,2023-10-04 13:11:37.470044000 -0400,2023-12-01 12:49:27.425619600 -0500
Screenshot 2023-10-04 131145.png,1970324837226122,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.860374700 -0500,2023-10-04 13:11:45.191239900 -0400,2023-12-01 12:49:27.435705800 -0500
Screenshot 2023-10-04 132206.png,5348024557509844,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.860374700 -0500,2023-10-04 13:22:06.600856500 -0400,2023-12-01 12:49:27.444807700 -0500
Screenshot 2023-10-04 132528.png,6192449487790455,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.860374700 -0500,2023-10-04 13:25:28.274865200 -0400,2023-12-01 12:49:27.457837200 -0500
Screenshot 2023-10-04 132813.png,12947848928713365,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.860374700 -0500,2023-10-04 13:28:13.078897100 -0400,2023-12-01 12:49:27.467146800 -0500
Screenshot 2023-10-04 133658.png,1125899907094712,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.859241800 -0500,2023-10-04 13:36:58.460541600 -0400,2023-12-01 12:49:27.476062700 -0500
Screenshot 2023-10-04 134054.png,1125899907094737,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.859241800 -0500,2023-10-04 13:40:54.616984400 -0400,2023-12-01 12:49:27.485327200 -0500
Screenshot 2023-10-04 134433.png,3096224743972210,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.859241800 -0500,2023-10-04 13:44:33.000000000 -0400,2023-12-01 12:49:27.492286700 -0500
Screenshot 2023-10-04 153104.png,9288674231520281,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.859241800 -0500,2023-10-04 15:31:04.000000000 -0400,2023-12-01 12:49:27.501524900 -0500
Screenshot 2023-10-04 154839.png,30399297484895544,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.859241800 -0500,2023-10-04 15:48:39.086520800 -0400,2023-12-01 12:49:27.509521400 -0500
Screenshot 2023-10-04 155204.png,5629499534362304,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.859241800 -0500,2023-10-04 15:52:04.000000000 -0400,2023-12-01 12:49:27.516520800 -0500
Screenshot 2023-10-04 155233.png,3659174697387870,regular file,iCloudDrive/Pictures/Screenshots,-,2023-12-01 12:49:30.858241700 -0500,2023-10-04 15:52:33.134714000 -0400,2023-12-01 12:49:27.524677100 -0500
