"DirectoryPath","Confidence Score","Photos Directory?"
"C:\Users\gabee\iCloudDrive\Documents\Classes\CSDS 281\Exams\2","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@sinonjs\commons\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\normalize-path","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\esbuild\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\@sveltejs\kit\src\runtime\server\data","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\v8-to-istanbul","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\playwright-core\lib\vite\recorder","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\@types\node\ts4.8\dns","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\svelte\src\compiler\compile\render_ssr","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\css-tree\cjs\syntax\node\common","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\resolve\test\shadowed_core\node_modules\util","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\svelte\src\runtime\motion","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\micromatch","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\svelte-hmr\runtime","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@babel\code-frame\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\sander\src\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\coverage\jorr\.svelte-kit\generated\client-optimized\nodes","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\exit\test","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\playwright-core\lib\server\registry","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\merge-stream","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@babel\types\lib\validators","0","No"
"C:\Users\gabee\iCloudDrive\Documents\Documents - Gabriel?s MacBook Pro\Python","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\prisma\migrations\20231025180711_rename_models","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\axobject-query\lib\etc\objects","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\prompts\lib\util","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\src\routes\email-verification","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\svelte\src\compiler\compile\render_ssr","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\playwright-core\lib\vite\traceViewer\assets","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\sprintf-js\demo","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\chalk","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\postcss","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\istanbul-lib-source-maps","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\human-signals\build\src","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@babel\helper-compilation-targets","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test2\jorr\src\routes\editions","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\locate-character","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\coverage\jorr\src\routes\email-verification\[token]","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\escape-string-regexp","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@babel\helper-validator-identifier","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\typescript\lib\it","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\cliui","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@sveltejs\kit\src\exports\vite","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\@sveltejs\kit\src\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@sveltejs\kit\src\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\svelte\src\compiler\parse\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\mdn-data","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\espree\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\hasown","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\resolve\test\module_dir\zmodules\bbb","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\to-regex-range","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\binary-extensions","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\makeerror\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\axobject-query\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\css-tree\lib\parser","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\deepmerge","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\babel-plugin-istanbul\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@jest\expect","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\css-tree\cjs\syntax\node","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\css-tree\cjs\syntax\node\common","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\is-glob","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\periscopic","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\acorn\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\escalade","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj\jorr\prisma\migrations","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\y18n\build\lib\platform-shims","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\jest-environment-node\build","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\argparse\lib\action\append","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\jest-watcher\build","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\tslib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\coverage\routes\signup","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\sorcery\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\lru-cache","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\fast-glob\out\managers","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\svelte\src\runtime\action","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\sander\src\specialMethods","0","No"
"C:\Users\gabee\iCloudDrive\Documents\Classes\CHEM 111\SSM\Chapter 18","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@istanbuljs\load-nyc-config","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\.nyc_output","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\sade\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\acorn-jsx","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\typescript\lib\fr","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\playwright\lib\common","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\@nodelib\fs.walk","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\jest-validate\build","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@babel\highlight\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\helper-validator-identifier\scripts","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\eslint-visitor-keys\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@types\node\ts4.8\dns","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\sorcery\src\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\template","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\helpers\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\npm-run-path","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\prisma\migrations\20231025183118_rm_primary_key","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@sveltejs\kit\src\exports\node","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\is-stream","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\helper-split-export-declaration","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj\jorr\src\routes\logout","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\aria-query","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\sade","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@sveltejs\kit\src\exports","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\typescript\lib\pt-br","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@babel\plugin-syntax-typescript","0","No"
"C:\Users\gabee\iCloudDrive\Documents\Classes\CSDS 281\ModelSim\Homework 4\work","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\jest-runner\build","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\minimist\test","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\function-bind\test","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\types\lib\validators\react","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\strip-indent","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\globalyzer","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\rollup-plugin-visualizer","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\function-bind\test","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\is-extglob","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\nanoid\non-secure","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\test-exclude","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\supports-preserve-symlinks-flag\test","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\jest-validate\node_modules\camelcase","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\make-dir\node_modules\semver","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\pure-rand\lib\distribution","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\esbuild\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\yargs-parser","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\types\lib\traverse","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\jsesc\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\node-releases\data\processed","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\path-key","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\sirv","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\debug\src","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@sinonjs\commons\lib\prototypes","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@jest\test-sequencer\build","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\rollup-plugin-visualizer\dist\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\jest-haste-map\build\watchers","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@babel\types\lib\retrievers","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@types\graceful-fs","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\typescript\lib\de","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\playwright-core\lib\server\recorder","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@babel\core\lib\gensync-utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\playwright-core\lib\server\android","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\playwright-core\lib\third_party","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\@prisma\engines\node_modules\.cache\prisma\master\475c616176945d72f4330c92801f0c5e6398dc0f\windows","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\sorcery\src\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\prisma\migrations\20231024184702_lucia_auth_models","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\playwright-core\lib\server\android","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\HackCWRU2020-Website\src\Assets\responsiveCSS","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\babel-jest\build","0","No"
"C:\Users\gabee\iCloudDrive\Documents\Classes\CHEM 111\SSM\Chapter 2","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\p-locate","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\brace-expansion","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\src\routes\login","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\aria-query\lib\etc\roles\literal","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\svelte-check\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\svelte\src\runtime\motion","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\is-reference\types","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\tmp","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\plugin-syntax-json-strings","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\.svelte-kit\output\server\entries\pages\email-verification","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@jest\types","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\jest-snapshot\node_modules\semver\ranges","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\totalist","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\playwright-core\lib\client","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@babel\types\lib\modifications\typescript","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\readdirp","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\playwright-core\lib\third_party","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\jest-matcher-utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\html-escaper\cjs","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\espree\dist","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\braces\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\jest-validate\node_modules\camelcase","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\playwright-core\lib\image_tools","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\bser","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\playwright-core","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\prisma\migrations\20231025180711_rename_models","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\vite\dist\node-cjs","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\yargs-parser","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\src\routes\upload","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\balanced-match\.github","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\resolve\test\resolver\symlinked\_\symlink_target","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\sander\src\methodMakers","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\leven","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\jest-diff","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\is-fullwidth-code-point","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@babel\core\lib\config","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\totalist\dist","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\esbuild\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\coverage\routes","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\.svelte-kit\generated\client","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@sveltejs\kit\src\exports\hooks","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@babel\traverse\lib\path","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\undici\types","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\json5","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\.svelte-kit\types\src\routes\login","0","No"
"C:\Users\gabee\iCloudDrive\Documents\Classes\CSDS 233","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\which\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\yargs\build\lib\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\resolve\test\resolver\symlinked\package","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@prisma\client","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\require-directory","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\which\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\lucia\dist\auth","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\resolve\test\resolver\other_path\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\svelte\src\runtime\easing","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@bcoe\v8-coverage\dist\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\periscopic\types","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\yargs-parser\build\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@babel\core\lib\transformation\util","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\@babel\code-frame\node_modules\color-convert","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\playwright-core\lib\server\trace\viewer","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\escalade\dist","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\jest-snapshot","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\@sveltejs\kit\src\exports\node","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\jsesc\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\fast-glob\out\managers","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@jest\source-map","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\sprintf-js\dist","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\axobject-query\lib\util","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\aria-query\lib\etc\roles","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\is-glob","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\src\css","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\debug\src","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\svelte\src\compiler\compile\render_dom","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\resolve\test\dotdot","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\typescript\lib\de","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\jest-haste-map\build\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\dedent\dist","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\yargs\locales","0","No"
"C:\Users\gabee\iCloudDrive\Documents\Classes\CSDS 281\ModelSim\Homework 8","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test2\jorr\prisma\migrations\20231022234723_init","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\devalue","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\yargs\locales","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\eslint-visitor-keys","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\playwright\lib\runner","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\@nodelib\fs.stat\out\types","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\.svelte-kit\types\src\routes\logout","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\@babel\types\lib\asserts","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\caniuse-lite\data\features","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\css-tree\cjs\walker","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\resolve\test\resolver","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\fast-glob\out\utils","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\aria-query\lib\etc\roles\abstract","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\css-tree\cjs\generator","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\jorr\node_modules\gensync\test","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\tmp\node_modules\.bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\test\jorr\node_modules\esbuild\bin","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\slash","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\import-meta-resolve\lib","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj5\jorr\node_modules\istanbul-reports\lib\text","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj2\jorr\node_modules\@types\babel__template","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\@jest\globals\build","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\es6-promise\lib\es6-promise","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\sprintf-js\dist","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\proj3\jorr\node_modules\resolve.exports","0","No"
"C:\Users\gabee\iCloudDrive\Documents\GitHub\loginmsgs\jorr\node_modules\axobject-query","0","No"
